S1-1,S2-1,Exit_1
S1-2,S2-2,Exit_2
S1-3,S2-3,Exit_3
C1-1,C1-2,E-1,Exit_4
C1-2,C1-1,E-1,Exit_4
E-1,C1-1,C1-2,E-2
S2-1,S1-1,S3-1,C2-5
S2-2,S1-2,S3-2,C2-4
S2-3,S1-3,S3-3,C2-6
C2-1,E-2,C2-2,C2-3,C2-6,R2-1
C2-2,C2-1,C2-4
C2-3,C2-1,C2-4
C2-4,S2-2,R2-1,C2-3,C2-2,C2-5
C2-5,C2-4,S2-1,R2-2,C2-6
C2-6,R2-3,R2-4,R2-5,S2-3,C2-1,C2-5
R2-1,C2-4,C2-1
R2-2,C2-5
R2-3,C2-6
R2-4,C2-6
R2-5,C2-6
E-2,E-1,E-3,C2-1
S3-1,S2-1,C3-5
S3-2,S2-2,C3-4
S3-3,S2-3,C3-6
C3-1,E-3,C3-2,C3-3,C3-6,R3-1
C3-2,C3-1,C3-4
C3-3,C3-1,C3-4
C3-4,S3-2,C3-5,C3-2,C3-3,R3-2
C3-5,C3-4,S3-1,R3-3,C3-6
C3-6,C3-5,R3-4,R3-5,R3-6,S3-3,C3-1
R3-1,C3-1
R3-2,C3-4
R3-3,C3-5
R3-4,C3-6
R3-5,C3-6
R3-6,C3-6
E-3,C3-1,E-2
Exit_1,S1-1
Exit_2,S1-2
Exit_3,S1-3
Exit_4,C1-2,C1-1
